043	2400	-	-	645	1845	-	-	700	700	1345	-	-	-	645	1845	-	-	-	700	1900	-	3100	-	-	1900	3100	-	-	1900	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-
044	2400	-	-	645	1845	-	-	645	700	1900	-	-	-	645	1845	-	-	-	700	1800	-	3100	-	-	1900	3100	-	-	1900	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-
045	-	645	1900	2100	-	-	645	-	800	800	800	-	1900	-	-	900	645	1845	-	-	-	-	1900	3100	3100	-	-	1900	-	1545	1545	1545	-	3100	-	-	1900	1900	3100	-	-	-
046	1900	-	-	1009	645	1845	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1400	3100	-	-	1900	1900	3100	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3100
047	-	-	-	645	1845	-	-	700	800	800	800	-	900	645	1845	-	-	-	700	1900	-	-	-	-	1900	3100	-	-	1900	1545	1545	1545	-	1700	1900	3100	-	-	-	1900	3100	-
048	-	700	645	1845	-	-	-	700	1900	-	-	-	645	1845	-	-	900	645	1800	-	-	-	1900	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-	-	1600	1900	3100	-	-
049	-	1100	645	1845	-	1400	-	-	-	-	-	-	-	1845	-	-	649	645	1800	-	1100	-	1900	1900	3100	-	3100	-	-	-	-	-	-	-	3100	-	-	1900	1900	3100	-	2300
050	1300	1300	1500	1300	-	-	645	-	-	-	-	900	1000	1100	-	-	900	1600	1309	-	-	2200	2200	3100	2200	-	-	1600	-	-	-	-	1800	1800	1900	-	-	1600	3100	2200	-	-
051	-	800	645	1700	-	-	-	645	1400	-	-	839	645	1700	-	-	-	-	-	-	-	-	1900	1900	3100	-	-	-	1900	3100	-	-	1900	1900	3100	-	-	-	-	-	-	-
052	700	645	1845	-	-	-	700	1400	-	-	645	645	1845	-	-	-	700	1900	-	-	-	1700	1900	3100	-	-	-	1900	3100	-	-	1600	1900	3100	-	-	-	1900	3100	-	-	-
053	-	-	-	645	900	1400	-	-	-	900	900	900	1900	-	-	-	-	800	900	900	900	-	-	-	1900	2100	3100	-	-	-	2100	1900	1900	3100	-	-	-	-	1600	1900	1900	1900
054	-	1900	-	-	-	652	1900	-	-	-	-	1900	-	-	-	-	-	-	-	-	900	-	3100	-	-	-	1900	3100	-	-	-	-	3100	-	-	-	-	-	-	-	-	1900
055	-	645	645	800	-	-	645	1845	-	-	645	645	1845	-	-	-	645	1845	-	-	-	-	1900	1900	1545	-	-	1900	3100	-	-	1700	1900	3100	-	-	-	1900	3100	-	-	-
056	-	645	700	1300	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1930	2000	3100	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
057	-	-	-	-	-	-	-	-	-	-	-	-	1000	1000	900	-	-	802	700	1700	-	-	-	-	-	-	-	-	-	-	-	-	-	2200	2200	2100	-	-	2000	1900	3100	-
058	-	-	-	-	-	-	-	-	-	800	800	1800	-	-	645	645	1845	-	-	-	645	-	-	-	-	-	-	-	-	-	1545	1545	3100	-	-	1900	1900	3100	-	-	-	1900
059	-	800	645	900	1300	-	-	645	1500	1300	1300	-	-	-	-	1200	900	700	1500	1300	-	-	1545	1600	1800	2200	-	-	1600	3100	2200	2200	-	-	-	-	2100	1800	1600	3100	2200	-
060	2400	-	-	-	1654	1700	-	-	-	-	-	-	-	1900	1900	1900	-	-	1900	2100	1900	3100	-	-	-	3100	3100	-	-	-	-	-	-	-	3100	3100	3100	-	-	3100	3100	3100
061	-	-	-	-	-	-	-	-	900	900	900	1930	-	-	-	-	700	700	700	1400	-	-	-	-	-	-	-	-	-	1500	1900	1900	3100	-	-	-	-	1700	1700	1700	3100	-
062	1845	-	-	-	1300	1900	-	-	700	700	1845	-	-	-	700	800	800	-	800	645	-	3100	-	-	-	3100	3100	-	-	1700	1900	3100	-	-	-	1900	1545	1545	-	1500	1900	-
063	-	1200	1145	-	-	700	1000	-	-	900	900	1700	-	-	-	-	-	1000	1000	1000	-	-	2200	2200	-	-	1900	2200	-	-	2100	2100	3100	-	-	-	-	-	2200	2200	2200	-
064	1845	-	-	700	700	1900	-	-	-	645	800	-	-	-	700	1900	-	-	-	700	700	3100	-	-	1900	1900	3100	-	-	-	1900	1545	-	-	-	1900	3100	-	-	-	1900	1900
065	1000	1400	-	-	-	1100	1900	-	-	-	1200	1900	-	-	900	1200	1845	-	-	-	700	2200	3100	-	-	-	2300	3100	-	-	-	3100	3100	-	-	1700	3100	3100	-	-	-	1900
066	-	-	900	700	1500	1200	-	-	645	1500	1300	-	-	700	1500	1300	-	-	645	900	1500	-	-	1645	1600	3100	2100	-	-	1600	3100	2200	-	-	1600	3100	2200	-	-	1600	1800	3100
067	900	700	1900	-	-	-	645	1845	-	-	-	700	1800	-	-	945	645	1845	-	-	-	1900	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-	-	1900	1900	3100	-	-	-
068	1845	-	-	-	700	1900	-	-	700	645	1845	-	-	-	700	1400	-	-	800	645	1845	3100	-	-	-	1900	3100	-	-	1400	1900	3100	-	-	-	1900	3100	-	-	1500	1900	3100
069	1700	-	-	800	645	700	-	-	-	1900	1900	-	-	-	700	900	-	-	-	1200	1200	3100	-	-	1600	1900	1900	-	-	-	3100	3100	-	-	-	1900	2100	-	-	-	3100	3100
070	-	-	-	-	1845	-	-	-	1015	1845	-	-	-	645	1845	-	-	-	-	1900	-	-	-	-	-	3100	-	-	-	1900	3100	-	-	-	1900	3100	-	-	-	-	3100	-
071	645	1900	-	-	-	700	-	-	-	-	-	-	-	-	-	700	1900	-	-	900	645	1900	3100	-	-	-	1900	-	-	-	-	-	-	-	-	-	1700	3100	-	-	1600	1900
072	-	830	645	800	1100	-	-	645	1845	-	-	-	645	1845	-	-	-	645	1845	-	-	-	1900	1900	1600	2300	-	-	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-	-
073	-	-	900	900	1700	-	-	-	-	-	845	900	1000	1000	-	-	-	800	700	1700	-	-	-	2100	2100	3100	-	-	-	-	-	1700	2100	2200	2200	-	-	-	2000	1900	3100	-
074	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
075	2400	-	-	645	1845	-	-	-	645	1345	-	-	-	645	-	-	-	-	645	1830	-	3100	-	-	1900	3100	-	-	-	1900	3100	-	-	-	1900	-	-	-	-	1900	3100	-
076	-	-	-	-	1800	1845	1900	-	-	1800	1900	-	-	-	1800	1900	1900	-	-	1900	1900	-	-	-	-	3100	3100	3100	-	-	3100	3100	-	-	-	3100	3100	3100	-	-	3100	3100
077	700	1400	-	-	-	645	1845	-	-	-	700	1900	-	-	800	645	1845	-	-	-	700	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-	-	1515	1900	3100	-	-	-	1900
078	-	-	-	-	-	-	-	-	-	-	-	-	-	-	700	700	2100	-	-	-	915	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1600	1700	3100	-	-	-	1900
079	900	700	1900	-	-	-	645	1845	-	-	-	700	1800	-	-	945	645	1845	-	-	-	1900	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-	-	1900	1900	3100	-	-	-
080	-	-	-	1200	1200	1200	-	-	-	1200	1200	-	-	1200	1200	-	-	900	800	900	-	-	-	-	3100	3100	3100	-	-	-	3100	3100	-	-	3100	3100	-	-	2100	1615	2100	-
081	2100	-	-	-	700	1900	-	-	-	700	1900	-	-	-	900	1400	-	-	-	700	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-	-	-	1700	3100
082	2400	-	-	645	1845	-	-	700	645	1900	-	-	-	645	1845	-	-	-	700	1800	-	3100	-	-	1900	3100	-	-	1900	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-
083	645	1845	-	-	-	700	1400	-	-	-	645	1845	-	-	900	700	1900	-	-	-	645	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-	-	1600	1900	3100	-	-	-	1900
084	700	2100	-	-	1300	1100	1100	-	-	700	700	1845	-	-	1600	1200	2100	-	-	-	700	1700	3100	-	-	2300	2100	2100	-	-	1700	1700	3100	-	-	2200	2200	3100	-	-	-	1700
085	-	845	700	1400	-	-	-	645	1845	-	-	900	700	1900	-	-	-	645	1845	-	-	-	1900	1900	3100	-	-	-	1900	3100	-	-	1800	1900	3100	-	-	-	1900	3100	-	-
086	1845	-	-	-	645	1800	-	-	656	645	1845	-	-	-	645	-	-	-	-	645	1845	3100	-	-	-	1900	3100	-	-	1500	1900	3100	-	-	-	1900	-	-	-	-	1900	3100
087	-	-	-	-	-	-	-	-	-	900	645	1900	-	-	900	700	1900	-	-	-	645	-	-	-	-	-	-	-	-	-	1900	1900	3100	-	-	1600	1900	3100	-	-	-	1900
088	-	700	645	1845	-	-	-	700	1900	-	-	-	645	1845	-	-	900	645	1800	-	-	-	1900	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-	-	1600	1900	3100	-	-
089	-	-	-	649	1900	-	-	1100	645	1845	-	-	-	700	1400	-	-	-	645	1845	-	-	-	-	1900	3100	-	-	1900	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-
090	-	700	651	645	-	-	-	-	-	645	700	900	1700	-	-	700	700	-	-	-	-	-	1500	1900	1900	-	-	-	-	-	1900	1700	1900	3100	-	-	1800	1900	-	-	-	-
091	800	645	1845	-	-	-	645	1900	-	-	-	645	1845	-	-	1000	700	1900	-	-	-	1800	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-	-	1900	1900	3100	-	-	-
092	2400	-	-	1600	1700	1700	-	-	1845	1900	1900	-	-	-	1900	1900	1900	-	-	-	1900	3100	-	-	3100	3100	3100	-	-	3100	3100	3100	-	-	-	3100	3100	3100	-	-	-	3100
093	-	700	645	800	900	-	-	700	1900	-	-	-	645	-	-	-	-	-	-	-	-	-	1900	1900	1545	1800	-	-	1900	3100	-	-	-	1900	-	-	-	-	-	-	-	-
094	1900	-	-	-	645	1845	-	-	945	700	1900	-	-	-	645	1845	-	-	-	700	1400	3100	-	-	-	1900	3100	-	-	1900	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100
095	-	2000	-	800	-	700	1845	-	-	800	700	1900	-	-	-	700	1845	-	-	-	700	-	3100	-	2100	-	1900	3100	-	-	1545	1900	3100	-	-	-	1900	3100	-	-	-	1900
096	2400	-	-	645	1900	-	-	700	645	1845	-	-	-	700	1900	-	-	-	645	1845	-	3100	-	-	1900	3100	-	-	1900	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-
097	-	700	700	1900	-	-	-	645	1845	-	-	-	700	1400	-	-	800	645	1845	-	-	-	1700	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-	-	1715	1900	3100	-	-
098	-	900	800	800	700	-	-	645	1845	-	-	900	700	1900	-	-	-	645	1900	-	-	-	1900	1545	1545	1700	-	-	1900	3100	-	-	1700	1900	3100	-	-	-	1900	3100	-	-
099	-	700	645	1845	-	-	-	700	1400	-	-	800	645	1845	-	-	-	700	1900	-	-	-	1700	1900	3100	-	-	-	1900	3100	-	-	1715	1900	3100	-	-	-	1900	3100	-	-
100	900	1200	1900	-	-	-	1000	1900	-	-	1200	1200	1845	-	-	-	1100	1900	-	-	-	1900	3100	3100	-	-	-	2200	3100	-	-	2200	3100	3100	-	-	-	2300	3100	-	-	-
101	1400	1145	1845	-	-	-	1200	1900	-	-	-	645	1845	-	-	1000	645	1400	-	-	-	3100	3100	3100	-	-	-	3100	3100	-	-	-	1900	3100	-	-	1900	1900	3100	-	-	-
102	-	-	-	900	1700	-	-	-	-	-	-	-	1000	1000	900	-	-	800	700	1700	-	-	-	-	2100	3100	-	-	-	-	-	-	-	2200	2200	2100	-	-	1400	1900	3100	-
103	2400	-	-	645	1900	-	-	700	645	1845	-	-	-	700	1900	-	-	-	645	1845	-	3100	-	-	1900	3100	-	-	1900	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-
104	-	-	-	-	-	-	-	900	700	700	2100	-	-	-	1200	2100	-	-	-	645	1845	-	-	-	-	-	-	-	1900	1700	1700	3100	-	-	-	2200	3100	-	-	-	1900	3100
105	700	1900	-	-	-	645	1845	-	-	-	700	1900	-	-	800	645	1845	-	-	-	700	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-	-	1515	1900	3100	-	-	-	1900
106	-	900	900	1900	-	-	-	700	1826	-	-	-	700	1100	-	-	-	-	-	-	-	-	2200	2200	3100	-	-	-	2000	3100	-	-	-	1900	3100	-	-	-	-	-	-	-
107	645	1845	-	-	-	700	1900	-	-	-	645	1845	-	-	900	700	1400	-	-	-	645	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-	-	1600	1900	3100	-	-	-	1900
108	-	700	645	1900	-	-	-	645	1845	-	-	-	700	-	-	900	800	645	1845	-	-	-	1700	1900	3100	-	-	-	1900	3100	-	-	-	1900	-	-	1900	1900	1900	3100	-	-
109	1845	-	-	1200	645	1700	-	-	700	645	1200	-	-	-	645	700	-	-	-	645	-	3100	-	-	1900	1900	3100	-	-	1900	1900	3100	-	-	-	1900	1900	-	-	-	1900	-
110	-	700	645	1845	-	-	-	700	1400	-	-	800	645	1845	-	-	-	700	1900	-	-	-	1700	1900	3100	-	-	-	1900	3100	-	-	1715	1900	3100	-	-	-	1900	3100	-	-
111	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	900	900	700	1900	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1600	1645	1900	3100	-	-
112	2400	-	800	800	1845	-	-	700	700	1900	-	-	-	645	1845	-	-	-	700	1800	-	3100	-	1545	1545	3100	-	-	1600	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-
113	-	-	800	800	700	900	-	-	-	-	1000	1700	1700	-	-	-	815	900	900	900	-	-	-	1545	1545	1900	1900	-	-	-	-	2200	3100	3100	-	-	-	1500	2100	2100	2100	-
114	2400	-	800	800	2100	-	-	700	700	1845	-	-	-	700	1900	-	-	-	645	1845	-	3100	-	1545	1545	3100	-	-	1900	1900	3100	-	-	-	1900	3100	-	-	-	1900	3100	-
115	-	645	800	800	-	-	645	1845	-	-	-	645	1700	-	-	900	645	1845	-	-	-	-	1900	2000	1545	-	-	1900	3100	-	-	-	1900	3100	-	-	1900	1900	3100	-	-	-
116	-	900	700	700	-	-	-	-	-	-	-	-	-	-	-	1000	900	645	1845	-	-	-	1900	1900	1900	-	-	-	-	-	-	-	-	-	-	-	1900	1900	1900	3100	-	-
